STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE1,STDNT_TEST_ENTRANCE2,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,CORE_COURSE_NAME_4_F,CORE_COURSE_GRADE_4_F,CORE_COURSE_NAME_5_F,CORE_COURSE_GRADE_5_F,CORE_COURSE_NAME_6_F,CORE_COURSE_GRADE_6_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,CORE_COURSE_NAME_4_S,CORE_COURSE_GRADE_4_S,CORE_COURSE_NAME_5_S,CORE_COURSE_GRADE_5_S,CORE_COURSE_NAME_6_S,CORE_COURSE_GRADE_6_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_CD,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_CD,MOTHER_HI_EDU_DESC,DEGREE_GROUP_CD,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED
7758739,18,F,BGD 1,Y,N,Music Performance,N,18,980,870,201008,HIST 1112I,B,MATH 1101,B,ITDS 2735,A,,,,,,,201102,ENGL 1101,C,MUSC 1100,B,,,,,,,,,On Campus,1,138,3.56,SCHOOL 79,4,Other/Unknown,2,High School,B,Bachelors,14,14,16,16, -   , -   , -   , -   
7921466,18,F,BGD 1,Y,N,Nursing,N,18,990,870,200508,HIST 2111,B,MATH 1101,B,THEA 1100,B,POLS 1101,B,ITDS 2735,A,,,200602,CHEM 1151,C,CHEM 1151L,B,COMM 1110,B,ENGL 1101,B,,,,,On Campus,1,138,2.93,SCHOOL 57,2,High School,4,Other/Unknown,B,Bachelors,14,8,12,9, -   ," 11,46,420 "," 35,81,940 "," -2,88,180 "
7756046,18,F,BGD 3,Y,N,Psychology,N,,,,200808,HIST 2111,B,MATH 1111,B,ENGL 1102,A,,,,,,,200902,GEOL 1110,C,STAT 1127,B,POLS 1101,B,COMM 1110,A,ITDS 2726,A,SPAN 1002,A,On Campus,1,150,3.83,SCHOOL 46,3,College/Beyond,2,High School,B,Bachelors,16,16,17,16, -   ," 1,08,960 "," 1,50,720 "," -1,08,960 "
7871274,18,F,BGD 1,Y,N,Marketing,N,,1150,1150,200808,HIST 2111,B,MATH 1125,B,ENGL 1101,A,MUSC 1100,A,SPAN 1001,A,,,200902,ENGL 1102,C,CHEM 1151L,B,PSYC 1101,B,STAT 1127,B,CHEM 1151,A,,,Off Campus,0,69,3.38,SCHOOL 10,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,16,16, -   , -   , -   , -   
7931315,18,F,BGD 1,Y,N,Early Childhood Education,N,19,,910,200908,HIST 2111,B,PSYC 1101,B,ENGL 1101,A,ITDS 2749,A,,,,,201002,GEOL 1121,C,COMM 1110,B,ENGL 1102,B,MATH 1101,B,GEOL 1121L,A,,,Off Campus,1,69,2.68,SCHOOL 85,3,College/Beyond,2,High School,B,Bachelors,14,10,18,18," 5,16,360 "," 13,16,580 "," 8,00,220 "," 64,740 "
8026369,18,F,BGD 1,Y,N,Psychology,N,,960,950,200608,HIST 2112,B,THEA 1100,B,ENGL 1101,A,,,,,,,200702,ANTH 1105,C,FREN 1001,B,ENGL 1102,A,PSYC 1101,A,,,,,Off Campus,0,0,2.83,SCHOOL 265,2,High School,2,High School,B,Bachelors,16,16,15,15, -   , -   , -   , -   
7931594,18,F,BGD 3,Y,N,Undeclared,N,,940,950,200608,HIST 2112,B,SPAN 1001,B,ENGL 1101,A,MUSC 1100,A,,,,,200702,POLS 1101,C,MATH 1111,B,SPAN 1002,B,,,,,,,Off Campus,1,0,3.2,SCHOOL 130,2,High School,3,College/Beyond,B,Bachelors,12,12,13,13," 12,36,960 "," 12,36,960 ", -   ," 6,31,800 "
8028132,19,M,BGD 1,Y,N,Psychology,N,,,,200708,HIST 2112,B,PSYC 1101,B,,,,,,,,,200802,ECON 2106,C,POLS 1101,B,ENGL 1101,A,THEA 1100,A,,,,,Off Campus,1,69,3,SCHOOL 10,4,Other/Unknown,1,Middle School/Junior High,B,Bachelors,13,10,16,13," 12,85,860 "," 12,85,860 ", -   ," 9,46,260 "
7876924,18,M,BGD 1,Y,N,Undeclared,N,,920,910,200508,ITDS 2735,B,MUSC 1100,B,,,,,,,,,200602,MATH 1101,C,ENGL 1101,B,HIST 2111,A,ITDS 2727,A,,,,,Off Campus,1,69,3.5,SCHOOL 149,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,14,14, -   ," 3,36,960 "," 16,65,240 "," -2,88,180 "
7902163,17,M,BGD 3,Y,N,Mathematics,N,,1150,1150,200708,MATH 1113,B,PSYC 1101,B,SPAN 1002,A,,,,,,,200802,HIST 2112,C,ENGL 1101,B,MATH 1131,B,MATH 2125,B,,,,,Off Campus,1,0,2.74,SCHOOL 8,3,College/Beyond,,No Information,B,Bachelors,16,16,13,13," 9,29,400 "," 9,41,700 "," 12,300 "," 4,30,800 "
7963994,18,F,BGD 1,Y,N,History and Secondary Ed,N,,1140,1150,200608,PSYC 1101,B,THEA 1100,B,POLS 1101,B,ENGL 1101,A,,,,,200702,ECON 2106,C,COMM 1110,B,FREN 1001,A,,,,,,,On Campus,1,69,3.4,SCHOOL 11,2,High School,2,High School,B,Bachelors,14,14,15,15, -   , -   , -   , -   
7913142,18,F,BGD 1,Y,N,Communication,N,,980,990,200608,ARTH 1100,C,PSYC 1101,B,COMM 1110,A,ENGL 1101,A,,,,,200702,ECON 2106,C,ENGL 1102,B,,,,,,,,,Off Campus,1,150,2.32,SCHOOL 139,,No Information,,No Information,B,Bachelors,12,12,12,12, -   ," 3,26,880 ", -   ," -3,26,880 "
7843192,18,F,BGD 1,Y,N,Early Childhood Education,N,,1010,990,200808,ARTH 1100,C,ENGL 1101,B,,,,,,,,,200902,ENGL 1102,C,COMM 1110,B,ITDS 2735,A,,,,,,,On Campus,1,190,2.9,SCHOOL 66,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,14,13, -   , -   , -   , -   
7798158,18,F,BGD 1,Y,N,Pre-Nursing,N,19,,910,200808,ARTH 1100,C,ENGL 1101,B,,,,,,,,,200902,ENGL 1102,C,CPSC 1105,B,HIST 2112,B,MATH 1101,B,,,,,Off Campus,1,69,2.8,SCHOOL 130,1,Middle School/Junior High,4,Other/Unknown,B,Bachelors,14,10,16,16, -   , -   , -   , -   
7797018,18,F,BGD 1,Y,N,Mathematics,N,,940,950,200908,ARTH 1100,C,BIOL 1215K,B,HIST 2111,B,PSYC 1101,B,ENGL 1101,A,ITDS 2749,A,201002,POLS 1101,C,CHEM 1151,B,COMM 1110,B,ENGL 1102,B,MATH 1113,B,CHEM 1151L,A,Off Campus,1,0,3.5,SCHOOL 24,3,College/Beyond,2,High School,B,Bachelors,17,17,16,16," 18,540 "," 13,24,500 "," 13,05,960 "," -3,98,880 "
7899274,18,F,BGD 3,Y,N,Theatre Arts,N,,1050,1070,200908,ARTH 1100,C,COMM 1110I,B,ENGL 1101I,A,,,,,,,201002,HIST 1112,C,ENGL 1102,B,,,,,,,,,On Campus,1,150,3.06,SCHOOL 91,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,13,9," 7,73,460 "," 14,18,100 "," 6,44,640 "," 2,43,000 "
7973931,18,F,BGD 3,Y,N,Biology,N,19,,910,201008,BIOL 1215K,C,COMM 1110,B,SPAN 1001,B,ENGL 1101,A,,,,,201102,ENGL 1102,C,HIST 2111,B,SPAN 1002,B,MUSC 1100,A,,,,,On Campus,1,150,2.8,SCHOOL 527,3,College/Beyond,2,High School,B,Bachelors,17,13,17,13, -   , -   , -   , -   
7975574,18,F,BGD 1,Y,N,Nursing,N,,990,990,200508,CHEM 1151,C,ENGL 1101,B,MATH 1101,B,CHEM 1151L,A,,,,,200602,COMM 1110,C,ENGL 1102,B,HIST 2112,B,,,,,,,On Campus,1,0,3.03,SCHOOL 44,2,High School,3,College/Beyond,B,Bachelors,12,12,13,9," 10,11,660 "," 11,46,420 "," 1,34,760 "," 4,45,980 "
7838380,18,F,BGD 1,Y,N,Pre-Nursing,N,21,,990,200908,CHEM 1151,C,CHEM 1151L,B,MATH 1111,B,SOCI 1101,B,ENGL 1101,A,ITDS 2749,A,201002,COMM 1110,C,ENGL 1102,B,HIST 2112,A,POLS 1101,A,,,,,On Campus,1,69,3.83,SCHOOL 462,3,College/Beyond,3,College/Beyond,B,Bachelors,16,16,16,13," 6,34,380 "," 14,18,100 "," 7,83,720 "," 2,16,960 "
7928515,18,F,BGD 3,Y,N,Pre-Nursing,N,,490,,201008,CHEM 1151,C,CHEM 1151L,B,ENGL 1101,B,,,,,,,201102,ENGL 1102,C,SOCI 1101,B,ITDS 2735,A,MATH 1101,A,,,,,On Campus,0,150,3.23,SCHOOL 74,2,High School,2,High School,B,Bachelors,16,12,15,12, -   , -   , -   , -   
7807181,18,F,BGD 1,Y,N,Pre-Nursing,N,,1140,1150,201008,CHEM 1151,C,MATH 1101,B,PSYC 1101,B,CPSC 1105,A,CHEM 1151L,A,,,201102,ITDS 2735,C,COMM 1110,B,STAT 1127,B,ENGL 1101,A,,,,,On Campus,1,181,3.28,SCHOOL 510,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,14,14, -   , -   , -   , -   
7816758,18,F,BGD 3,Y,N,Pre-Nursing,N,22,,1030,201008,CHEM 1151,C,PSYC 1101,B,CHEM 1151L,A,MATH 1101,A,,,,,201102,ITDS 1145,C,CPSC 1105,B,ENGL 1101,B,,,,,,,On Campus,1,137,3.93,SCHOOL 434,2,High School,2,High School,B,Bachelors,12,12,13,13, -   , -   , -   , -   
7992084,19,F,BGD 3,Y,N,Pre-Nursing,N,21,830,990,201008,CHEM 1151,C,MATH 1101,B,CHEM 1151L,A,ENGL 1101,A,,,,,201102,HIST 2111,C,ENGL 1102,B,MUSC 1100,B,SOCI 1101,A,,,,,On Campus,1,871,2.83,SCHOOL 533,4,Other/Unknown,3,College/Beyond,B,Bachelors,15,15,16,16, -   , -   , -   , -   
8032344,18,F,BGD 1,Y,N,Biology,N,20,990,950,200508,CHEM 1211,C,CHEM 1211L,B,ENGL 1101,B,HIST 2111,B,,,,,200602,MATH 1113,C,ARTH 1100,B,POLS 1101,B,ENGL 1102,A,,,,,On Campus,1,90,3.72,SCHOOL 151,2,High School,3,College/Beyond,B,Bachelors,14,14,16,13, -   , -   , -   , -   
7938627,18,M,BGD 1,Y,N,Biology,N,21,,990,200808,CHEM 1211,C,CHEM 1211L,B,POLS 1101,B,ENGL 1101,A,PSYC 1101,A,,,200902,ECON 2105,C,COMM 1110,B,ENGL 1102,A,HIST 2112,A,STAT 1127,A,,,On Campus,1,90,3.3,SCHOOL 150,2,High School,2,High School,B,Bachelors,14,11,15,15," 10,08,000 "," 13,06,020 "," 2,98,020 "," 3,45,900 "
7770458,18,M,BGD 3,N,N,Biology,N,,890,870,200808,CHEM 1211,C,CHEM 1211L,B,PHYS 1125,A,,,,,,,200902,MATH 1111,C,ENGL 1101,B,HIST 2111,B,,,,,,,On Campus,1,0,3.37,SCHOOL 34,2,High School,3,College/Beyond,B,Bachelors,15,15,16,12," 10,73,220 "," 13,06,020 "," 2,32,800 "," 3,67,740 "
7912056,18,F,BGD 4,N,N,Biology,N,,1120,1110,200908,CHEM 1211,C,CHEM 1211L,B,MATH 1111,B,HIST 1111,A,,,,,201002,POLS 1101,C,BIOL 1215K,B,MATH 1113,B,ARTH 1100,A,ENGL 1101,A,SOCI 1101,A,Off Campus,1,69,3.56,SCHOOL 2,2,High School,3,College/Beyond,B,Bachelors,13,13,19,19," 1,56,480 "," 14,17,380 "," 12,60,900 "," -2,95,140 "
8002763,18,F,BGD 1,N,N,Biology,N,20,,950,200908,CHEM 1211,C,MATH 1131,B,CHEM 1211L,A,ITDS 2749,A,,,,,201002,BIOL 1215K,C,ENGL 1101,B,ITDS 2735,B,,,,,,,Off Campus,0,0,3.93,SCHOOL 7,3,College/Beyond,2,High School,B,Bachelors,16,16,12,9," 9,36,180 "," 14,18,100 "," 4,81,920 "," 4,20,300 "
7933013,18,F,BGD 3,Y,N,Exercise Science,N,,880,870,200508,COMM 1110,C,HIST 2111,B,THEA 1100,B,ENGL 1101,A,,,,,200602,POLS 1101,C,MATH 1111,B,ENGL 1102,A,ITDS 2735,A,,,,,On Campus,1,150,3.25,SCHOOL 76,2,High School,3,College/Beyond,B,Bachelors,15,11,15,15," 9,51,780 "," 11,38,980 "," 1,87,200 "," 2,87,400 "
7977889,18,M,BGD 1,Y,N,Music Education,N,18,1010,870,200608,COMM 1110,C,ENGL 1101,B,,,,,,,,,200702,ENGL 1102,C,HIST 2111,B,MUSC 1100,A,,,,,,,Off Campus,1,69,2.8,SCHOOL 30,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,16,16, -   , -   , -   , -   
8004352,18,M,BGD 2,Y,N,Biology,N,22,930,1030,201008,ECON 2105,C,BIOL 1215K,B,ENGL 1101,B,MATH 1111,A,,,,,201102,HIST 2111,C,ENGL 1102,B,STAT 1127,B,MATH 1113,A,,,,,Off Campus,1,69,3.47,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,15,15, -   , -   , -   , -   
8033696,17,F,BGD 3,Y,N,Pre-Business,N,18,920,870,201008,ECON 2105,C,COMM 1110,B,ENGL 1101,B,MUSC 1100,B,,,,,201102,ENVS 1105,C,BIOL 1215K,B,ENGL 1102,B,,,,,,,On Campus,0,90,2.41,SCHOOL 33,,No Information,,No Information,B,Bachelors,15,15,15,15, -   , -   , -   , -   
7862918,18,M,BGD 3,Y,N,Marketing,Communication,,1060,1070,200508,ECON 2106,C,ENGL 1101,B,MUSC 1100,B,POLS 1101,A,,,,,200602,MATH 1111,C,COMM 1110,B,ENGL 1102,B,HIST 2112,A,,,,,On Campus,1,69,3.35,SCHOOL 129,2,High School,1,Middle School/Junior High,B,Bachelors,16,16,17,17, -   , -   , -   , -   
7933894,18,F,BGD 1,Y,N,Accounting,N,,570,590,200608,ECON 2106,C,PSYC 1101,B,ENGL 1101,A,ITDS 2749,A,MATH 1111,A,,,200702,ECON 2105,C,ARTH 1100,B,COMM 1110,A,,,,,,,On Campus,1,69,3.34,SCHOOL 24,,No Information,,No Information,B,Bachelors,13,13,14,14, -   , -   , -   , -   
7865908,18,M,BGD 1,Y,N,Information Technology,N,,970,950,201008,ECON 2106,C,CPSC 1301,B,CPSC 1301L,A,ENGL 1101,A,,,,,201102,MATH 1111,C,MUSC 1100,B,ENGL 1102,A,,,,,,,Off Campus,1,69,2.7,SCHOOL 130,3,College/Beyond,4,Other/Unknown,B,Bachelors,14,10,16,16, -   , -   , -   , -   
7800218,17,M,BGD 3,Y,N,Political Science,N,17,850,830,200508,ENGL 1101,C,HIST 2112,B,POLS 1101,B,MATH 1101,A,,,,,200602,ECON 2106,C,MUSC 1100,B,ANTH 1105,A,,,,,,,Off Campus,1,69,2.75,SCHOOL 27,2,High School,3,College/Beyond,B,Bachelors,12,12,12,12, -   , -   , -   , -   
8019363,21,M,BGD 3,Y,N,Criminal Justice,N,,920,910,200508,ENGL 1101,C,MATH 1101,B,ANTH 1105,A,COMM 1110,A,,,,,200602,PSYC 1101,C,HIST 2112,B,POLS 1101,A,,,,,,,On Campus,0,150,2.63,SCHOOL 222,2,High School,3,College/Beyond,B,Bachelors,16,16,18,18, -   , -   , -   , -   
7924179,18,M,BGD 1,Y,N,Undeclared,N,20,980,950,200608,ENGL 1101,C,HIST 2112,B,,,,,,,,,200702,MATH 1101,C,HIST 2111,B,,,,,,,,,On Campus,1,69,2.57,SCHOOL 9,2,High School,2,High School,B,Bachelors,12,8,12,8," 7,26,900 "," 11,76,420 "," 4,49,520 "," 2,70,240 "
7801404,18,F,BGD 3,N,N,Biology,N,20,,950,200608,ENGL 1101,C,MATH 1101,B,PSYC 1101,B,,,,,,,200702,HIST 2111,C,MUSC 1100,B,SPAN 1001,B,,,,,,,Off Campus,1,0,2.8,SCHOOL 1,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,15,11, -   ," 11,87,280 "," 27,47,700 "," -1,99,440 "
7885686,18,F,BGD 2,N,Y,Communication,Political Science,,1120,1110,200608,ENGL 1101,C,ANTH 1105,B,COMM 1110,B,POLS 1101,B,ARTH 1100,A,,,200702,HIST 2111,C,PSYC 1101,B,LEAD 1705,A,,,,,,,On Campus,1,0,,SCHOOL 16,,No Information,,No Information,B,Bachelors,15,15,12,12, -   ," 2,40,120 ", -   ," -5,97,120 "
8006252,18,F,BGD 3,Y,N,Biology,N,19,,910,200608,ENGL 1101,C,HIST 2111,B,,,,,,,,,200702,MATH 1111,C,ENGL 1102,B,COMM 1110,A,,,,,,,Off Campus,1,0,3.21,SCHOOL 14,4,Other/Unknown,3,College/Beyond,B,Bachelors,14,10,13,13, -   ," 11,71,380 "," 11,79,600 "," -2,99,160 "
7910464,18,F,BGD 3,Y,N,Political Science,N,,980,990,200808,ENGL 1101,C,COMM 1110,B,POLS 1101,B,,,,,,,200902,MATH 1111,C,ENGL 1102,B,HIST 2111,B,SPAN 1001,A,THEA 1100,A,,,Off Campus,1,69,3.26,SCHOOL 1,3,College/Beyond,2,High School,B,Bachelors,13,9,18,18, -   , -   , -   , -   
7898512,18,M,BGD 4,Y,N,Chemistry,N,,,,200808,ENGL 1101,C,COMM 1110,B,MATH 1111,B,,,,,,,200902,HIST 2111,C,ENGL 1102,B,MATH 1113,B,ECON 2105,A,,,,,Off Campus,1,69,3.81,SCHOOL 34,2,High School,1,Middle School/Junior High,B,Bachelors,13,13,12,12, -   , -   , -   , -   
7841197,19,M,BGD 1,Y,N,History and Secondary Ed,N,,860,870,200808,ENGL 1101,C,HIST 1112,B,MATH 1111,B,,,,,,,200902,HIST 1111,C,CPSC 1105,B,ENGL 1102,A,,,,,,,On Campus,1,69,3.34,SCHOOL 151,3,College/Beyond,2,High School,B,Bachelors,13,13,18,18," 9,78,600 "," 13,06,020 "," 3,27,420 "," 3,28,440 "
7830537,18,M,BGD 1,Y,N,Computer Science - Systems,N,,1130,1150,200808,ENGL 1101,C,ITDS 2749,B,CPSC 1301,A,CPSC 1301L,A,,,,,200902,ENGL 1102,C,MATH 1111,B,POLS 1101,B,,,,,,,Off Campus,1,90,2.57,SCHOOL 29,2,High School,3,College/Beyond,B,Bachelors,12,8,12,9," 2,80,140 "," 12,96,900 "," 10,16,760 "," -97,440 "
8000117,18,F,BGD 1,Y,N,Theatre Education,N,,1020,1030,200808,ENGL 1101,C,MUSC 1100,B,ITDS 2735,A,,,,,,,200902,POLS 1101,C,ENGL 1102,B,MATH 1111,B,,,,,,,Off Campus,1,69,2.93,SCHOOL 141,1,Middle School/Junior High,2,High School,B,Bachelors,15,11,17,17," 13,06,020 "," 13,06,020 ", -   ," 2,16,180 "
7814852,18,M,BGD 1,Y,N,Political Science,N,,990,990,200808,ENGL 1101,C,HIST 1112,B,POLS 1101,B,,,,,,,200902,ENGL 1102,C,ARTH 1100,B,ECON 2105,B,,,,,,,Off Campus,1,69,2.78,SCHOOL 34,3,College/Beyond,2,High School,B,Bachelors,13,9,12,12, -   ," 9,15,000 "," 16,08,900 ", -   
8026357,18,M,BGD 1,Y,N,Theatre Arts,N,28,,1260,200908,ENGL 1101,C,HIST 1112,B,,,,,,,,,201002,HIST 2111,C,ENGL 1102,B,,,,,,,,,On Campus,1,150,3.25,SCHOOL 19,2,High School,2,High School,B,Bachelors,17,17,13,13," 13,00,680 "," 14,18,100 "," 1,17,420 "," 2,77,680 "
7776564,18,F,BGD 1,Y,N,Pre-Nursing,N,19,930,910,200908,ENGL 1101,C,CHEM 1151,B,CHEM 1151L,B,ITDS 2748,A,,,,,201002,HIST 2112,C,COMM 1110,B,ENGL 1102,B,MATH 1101,B,,,,,Off Campus,1,69,3.06,SCHOOL 11,,No Information,,No Information,B,Bachelors,15,11,12,12, -   ," 4,51,620 ", -   ," -4,17,420 "
7839035,18,F,BGD 1,Y,N,Undeclared,N,,980,990,201008,ENGL 1101,C,HIST 2112,B,MATH 1101,B,MUSC 1100,B,,,,,201102,ITDS 1145,C,COMM 1110,B,,,,,,,,,Off Campus,1,69,3.6,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,13,13, -   , -   , -   , -   
7884459,18,M,BGD 1,Y,N,Pre-Business,N,,,,200908,ENGL 1101I,C,COMM 1110I,B,MATH 1113,A,,,,,,,201002,HIST 2112,C,ENGL 1102,B,MATH 1125,B,POLS 1101,B,SPAN 1001,A,,,Off Campus,1,0,3.78,SCHOOL 1,2,High School,2,High School,B,Bachelors,12,12,15,15," 6,07,560 "," 13,24,500 "," 7,16,940 "," -78,360 "
7953290,17,M,BGD 1,N,N,Pre-Business,N,,960,950,201008,FREN 1001,C,ECON 2106,B,ENGL 1101,A,,,,,,,201102,HIST 2112,C,ECON 2105,B,ENGL 1102,B,MUSC 1100,A,,,,,Off Campus,1,69,3,SCHOOL 34,3,College/Beyond,2,High School,B,Bachelors,12,12,17,13, -   , -   , -   , -   
7987334,19,F,BGD 1,Y,N,General Studies/AS,N,,500,,200708,HIST 1111,C,PSYC 1101,B,ENGL 1101,A,,,,,,,200802,ARTH 1100,C,HIST 2111,B,MUSC 1100,A,,,,,,,Off Campus,1,69,,SCHOOL 98,3,College/Beyond,3,College/Beyond,A,Associate,12,12,12,12, -   , -   ," 4,36,080 ", -   
7913124,18,M,BGD 3,Y,N,Pre-Business,N,,900,910,200908,HIST 1112,C,ENGL 1101,B,HIST 2112,B,,,,,,,201002,ENGL 1102,C,POLS 1101,B,MUSC 1100,A,,,,,,,On Campus,1,137,3.17,SCHOOL 218,2,High School,2,High School,B,Bachelors,12,12,16,12," 14,18,100 "," 14,18,100 ", -   ," 1,59,180 "
7791675,18,M,BGD 1,Y,N,Psychology,Computer Science - Systems,,860,870,200608,HIST 2111,C,PSYC 1101,B,ARTH 1100,A,ENGL 1101,A,,,,,200702,MATH 1101,C,ENGL 1102,B,,,,,,,,,Off Campus,1,0,3.21,SCHOOL 17,3,College/Beyond,2,High School,B,Bachelors,14,14,13,9," 12,91,440 "," 15,04,980 "," 2,13,540 "," 7,41,780 "
8024873,19,M,BGD 1,Y,N,English Language/Literature,N,,890,870,200708,HIST 2111,C,POLS 1101,B,ARTH 1100,A,,,,,,,200802,ECON 2105,C,ENGL 1101,B,MATH 1101,B,,,,,,,Off Campus,1,69,3.44,SCHOOL 10,2,High School,4,Other/Unknown,B,Bachelors,12,12,13,13," 7,35,840 "," 12,01,500 "," 4,65,660 "," 1,98,960 "
7787207,18,F,BGD 3,Y,N,Art,N,,,,200708,HIST 2111,C,ARTH 1100,B,COMM 1110,B,,,,,,,200802,HIST 2112,C,MATH 1111,B,,,,,,,,,Off Campus,1,0,3.44,SCHOOL 1,3,College/Beyond,2,High School,B,Bachelors,14,14,12,12," 9,74,040 "," 12,01,500 "," 2,27,460 "," 3,46,560 "
7989534,18,F,BGD 1,Y,N,Early Childhood Education,N,,920,910,200808,HIST 2111,C,THEA 1100,B,,,,,,,,,200902,COMM 1110,C,MATH 1111,B,ENGL 1101,A,,,,,,,Off Campus,1,59,3.26,SCHOOL 1,3,College/Beyond,3,College/Beyond,B,Bachelors,16,12,16,12, -   ," 12,64,860 "," 13,69,980 "," -3,47,580 "
7801591,18,F,BGD 1,Y,N,Pre-Nursing,N,,1020,1030,200908,HIST 2111,C,ECON 2105,B,ENGL 1101,A,SPAN 1001,A,,,,,201002,MATH 1101,C,ENGL 1102,B,,,,,,,,,On Campus,1,138,3.07,SCHOOL 425,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,13,13, -   ," 14,10,180 "," 21,70,680 "," -4,17,420 "
7793127,18,F,BGD 1,Y,N,Exercise Science,N,20,,950,200908,HIST 2111,C,COMM 1110,B,ENGL 1101,A,ITDS 2749,A,SOCI 1101,A,,,201002,CHEM 1151,C,MATH 1101,B,THEA 1100,B,CHEM 1151L,A,ENGL 1102,A,,,On Campus,1,138,3.2,SCHOOL 431,3,College/Beyond,3,College/Beyond,B,Bachelors,15,12,13,10," 10,53,480 "," 14,18,100 "," 3,64,620 "," 4,26,060 "
7862586,18,F,BGD 1,Y,N,Middle Grades Education,N,,,,200908,HIST 2111,C,COMM 1110,B,ENGL 1101,B,ITDS 2749,B,MATH 1113,B,SOCI 1101,B,201002,ENGL 1102,C,CPSC 1105,B,ITDS 1155,B,,,,,,,Off Campus,1,0,3.86,SCHOOL 1,3,College/Beyond,2,High School,B,Bachelors,16,16,12,9," 11,52,540 "," 13,24,500 "," 1,71,960 "," 4,92,120 "
7791076,18,F,BGD 1,Y,N,Undeclared,N,,1220,1220,200908,HIST 2111,C,POLS 1101,B,,,,,,,,,201002,MATH 1125,C,ANTH 1105I,B,MUSC 1100,A,SPAN 1002,A,,,,,On Campus,0,150,3.42,SCHOOL 130,3,College/Beyond,2,High School,B,Bachelors,15,15,14,14," 9,84,420 "," 14,18,100 "," 4,33,680 "," 4,62,000 "
7999276,18,F,BGD 3,Y,N,Art,N,22,,1030,200908,HIST 2111,C,ENGL 1101,B,MUSC 1100,A,,,,,,,201002,ENGL 1102,C,COMM 1110,B,,,,,,,,,On Campus,1,150,2.83,SCHOOL 74,2,High School,3,College/Beyond,B,Bachelors,15,12,15,15, -   ," 14,18,100 "," 14,44,800 ", -   
8004912,18,F,BGD 1,Y,N,Management,Exercise Science,19,480,910,200508,HIST 2112,C,ENGL 1101,B,COMM 1110,A,,,,,,,200602,ARTH 1100,C,MATH 1111,B,ENGL 1102,A,,,,,,,Off Campus,1,69,3.43,SCHOOL 34,,No Information,,No Information,B,Bachelors,12,12,12,12, -   , -   , -   , -   
7999289,18,M,BGD 3,Y,N,Accounting,N,,1160,1150,200508,HIST 2112,C,ECON 2106,B,MUSC 1100,B,POLS 1101,A,,,,,200602,ECON 2105,C,ENGL 1101,B,MATH 1111,B,,,,,,,Off Campus,0,69,3.4,SCHOOL 10,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,15,15," 4,73,880 "," 11,46,420 "," 6,72,540 "," 1,85,700 "
7958333,18,F,BGD 1,N,N,Theatre Education,N,,1020,1030,200608,HIST 2112,C,ENGL 1101,B,THEA 1100,B,COMM 1110,A,,,,,200702,HIST 2111,C,ENGL 1102,B,,,,,,,,,Off Campus,0,0,3.25,SCHOOL 5,3,College/Beyond,3,College/Beyond,B,Bachelors,18,13,13,12," 9,91,380 "," 11,60,520 "," 1,69,140 "," 5,63,220 "
7831223,18,M,BGD 1,Y,N,General Business,N,,,,200808,HIST 2112,C,ARTH 1100,B,ENGL 1101,B,,,,,,,200902,ENGL 1102,C,HIST 1112,B,ITDS 2735,A,,,,,,,Off Campus,1,69,3.28,SCHOOL 85,2,High School,2,High School,B,Bachelors,13,13,13,9," 2,29,200 "," 13,55,760 "," 11,26,560 "," -1,18,380 "
